sent_ind,cve_sent_ind,token,label
CVE-2002-1912,1,buffers,O
CVE-2002-1912,1,are,O
CVE-2002-1912,1,full,O
CVE-2002-1912,1,",",O
CVE-2002-1912,1,which,O
CVE-2002-1912,1,allows,O
CVE-2002-1912,1,remote,O
CVE-2002-1912,1,attackers,O
CVE-2002-1912,1,to,O
CVE-2002-1912,1,cause,O
CVE-2002-1912,1,a,O
CVE-2002-1912,1,denial,O
CVE-2002-1912,1,of,O
CVE-2002-1912,1,service,O
CVE-2002-1912,1,(,O
CVE-2002-1912,1,(,O
CVE-2002-1912,1,pointer,O
CVE-2002-1912,1,exception,O
CVE-2002-1912,1,and,O
CVE-2002-1912,1,kernel,O
CVE-2002-1912,1,panic,O
CVE-2002-1912,1,),O
CVE-2002-1912,1,via,O
CVE-2002-1912,1,a,O
CVE-2002-1912,1,large,O
CVE-2002-1912,1,number,O
CVE-2002-1912,1,of,O
CVE-2002-1912,1,packets,O
CVE-2002-1912,1,.,O
CVE-2017-4941,0,VMware,O
CVE-2017-4941,0,ESXi,pn
CVE-2017-4941,0,(,sp
CVE-2017-4941,0,6,vrs
CVE-2017-4941,0,before,<
CVE-2017-4941,0,ESXi600,update
CVE-2017-4941,0,-,update
CVE-2017-4941,0,201711101-SG,update
CVE-2017-4941,0,",",sp
CVE-2017-4941,0,5.5,vre
CVE-2017-4941,0,ESXi550,update
CVE-2017-4941,0,-,update
CVE-2017-4941,0,201709101-SG,update
CVE-2017-4941,0,),sp
CVE-2017-4941,0,",",sp
CVE-2017-4941,0,Workstation,pn
CVE-2017-4941,0,(,sp
CVE-2017-4941,0,12.x,vr
CVE-2017-4941,0,before,<
CVE-2017-4941,0,12.5.8,vre
CVE-2017-4941,0,),sp
CVE-2017-4941,0,",",sp
CVE-2017-4941,0,and,sp
CVE-2017-4941,0,Fusion,pn
CVE-2017-4941,0,(,sp
CVE-2017-4941,0,8.x,vr
CVE-2017-4941,0,before,<
CVE-2017-4941,0,8.5.9,vre
CVE-2017-4941,0,),sp
CVE-2017-4941,0,contain,O
CVE-2017-4941,0,a,O
CVE-2017-4941,0,vulnerability,O
CVE-2017-4941,0,that,O
CVE-2017-4941,0,could,O
CVE-2017-4941,0,allow,O
CVE-2017-4941,0,an,O
CVE-2017-4941,0,authenticated,O
CVE-2017-4941,0,VNC,O
CVE-2017-4941,0,session,O
CVE-2017-4941,0,to,O
CVE-2017-4941,0,cause,O
CVE-2017-4941,0,a,O
CVE-2017-4941,0,stack,O
CVE-2017-4941,0,overflow,O
CVE-2017-4941,0,via,O
CVE-2017-4941,0,a,O
CVE-2017-4941,0,specific,O
CVE-2017-4941,0,set,O
CVE-2017-4941,0,of,O
CVE-2017-4941,0,VNC,O
CVE-2017-4941,0,packets,O
CVE-2017-4941,0,.,O
CVE-2017-4941,1,Successful,O
CVE-2017-4941,1,exploitation,O
CVE-2017-4941,1,of,O
CVE-2017-4941,1,this,O
CVE-2017-4941,1,issue,O
CVE-2017-4941,1,could,O
CVE-2017-4941,1,result,O
CVE-2017-4941,1,in,O
CVE-2017-4941,1,remote,O
CVE-2017-4941,1,code,O
CVE-2017-4941,1,execution,O
CVE-2017-4941,1,in,O
CVE-2017-4941,1,a,O
CVE-2017-4941,1,virtual,O
CVE-2017-4941,1,machine,O
CVE-2017-4941,1,via,O
CVE-2017-4941,1,the,O
CVE-2017-4941,1,authenticated,O
CVE-2017-4941,1,VNC,O
CVE-2017-4941,1,session,O
CVE-2017-4941,1,.,O
CVE-2017-4941,2,Note,O
CVE-2017-4941,2,:,O
CVE-2017-4941,3,In,O
CVE-2017-4941,3,order,O
CVE-2017-4941,3,for,O
CVE-2017-4941,3,exploitation,O
CVE-2017-4941,3,to,O
CVE-2017-4941,3,be,O
CVE-2017-4941,3,possible,O
CVE-2017-4941,3,in,O
CVE-2017-4941,3,ESXi,O
CVE-2017-4941,3,",",O
CVE-2017-4941,3,VNC,O
CVE-2017-4941,3,must,O
CVE-2017-4941,3,be,O
CVE-2017-4941,3,manually,O
CVE-2017-4941,3,enabled,O
CVE-2017-4941,3,in,O
CVE-2017-4941,3,a,O
CVE-2017-4941,3,virtual,O
CVE-2017-4941,3,machine,O
CVE-2017-4941,3,'s,O
CVE-2017-4941,3,.vmx,O
CVE-2017-4941,3,configuration,O
CVE-2017-4941,3,file,O
CVE-2017-4941,3,.,O
CVE-2017-4941,4,In,O
CVE-2017-4941,4,addition,O
CVE-2017-4941,4,",",O
CVE-2017-4941,4,ESXi,O
CVE-2017-4941,4,must,O
CVE-2017-4941,4,be,O
CVE-2017-4941,4,configured,O
CVE-2017-4941,4,to,O
CVE-2017-4941,4,allow,O
CVE-2017-4941,4,VNC,O
CVE-2017-4941,4,traffic,O
CVE-2017-4941,4,through,O
CVE-2017-4941,4,the,O
CVE-2017-4941,4,built,O
CVE-2017-4941,4,-,O
CVE-2017-4941,4,in,O
CVE-2017-4941,4,firewall,O
CVE-2017-4941,4,.,O
CVE-2016-3193,0,Cross,O
CVE-2016-3193,0,-,O
CVE-2016-3193,0,site,O
CVE-2016-3193,0,scripting,O
CVE-2016-3193,0,(,O
CVE-2016-3193,0,XSS,O
CVE-2016-3193,0,),O
CVE-2016-3193,0,vulnerability,O
CVE-2016-3193,0,in,O
CVE-2016-3193,0,the,O
CVE-2016-3193,0,appliance,O
CVE-2016-3193,0,web,O
CVE-2016-3193,0,-,O
CVE-2016-3193,0,application,O
CVE-2016-3193,0,in,O
CVE-2016-3193,0,Fortinet,O
CVE-2016-3193,0,FortiManager,pn
CVE-2016-3193,0,5.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.0.12,vre
CVE-2016-3193,0,",",sp
CVE-2016-3193,0,5.2.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.2.6,vre
CVE-2016-3193,0,",",sp
CVE-2016-3193,0,and,sp
CVE-2016-3193,0,5.4.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.4.1,vre
CVE-2016-3193,0,and,sp
CVE-2016-3193,0,FortiAnalyzer,pn
CVE-2016-3193,0,5.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.0.13,vre
CVE-2016-3193,0,",",sp
CVE-2016-3193,0,5.2.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.2.6,vre
CVE-2016-3193,0,",",sp
CVE-2016-3193,0,and,sp
CVE-2016-3193,0,5.4.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.4.1,vre
CVE-2016-3193,0,allows,O
CVE-2016-3193,0,remote,O
CVE-2016-3193,0,authenticated,O
CVE-2016-3193,0,users,O
CVE-2016-3193,0,to,O
CVE-2016-3193,0,inject,O
CVE-2016-3193,0,arbitrary,O
CVE-2016-3193,0,web,O
CVE-2016-3193,0,script,O
CVE-2016-3193,0,or,O
CVE-2016-3193,0,HTML,O
CVE-2016-3193,0,via,O
CVE-2016-3193,0,unspecified,O
CVE-2016-3193,0,vectors,O
CVE-2016-3193,0,.,O
CVE-2014-3124,0,The,O
CVE-2014-3124,0,HVMOP_set_mem_type,O
CVE-2014-3124,0,control,O
CVE-2014-3124,0,in,O
CVE-2014-3124,0,Xen,pn
CVE-2014-3124,0,4.1,vrs
CVE-2014-3124,0,through,<=
CVE-2014-3124,0,4.4.x,vr
CVE-2014-3124,0,allows,O
CVE-2014-3124,0,local,O
CVE-2014-3124,0,guest,O
CVE-2014-3124,0,HVM,O
CVE-2014-3124,0,administrators,O
CVE-2014-3124,0,to,O
CVE-2014-3124,0,cause,O
CVE-2014-3124,0,a,O
CVE-2014-3124,0,denial,O
CVE-2014-3124,0,of,O
CVE-2014-3124,0,service,O
CVE-2014-3124,0,(,O
CVE-2014-3124,0,hypervisor,O
CVE-2014-3124,0,crash,O
CVE-2014-3124,0,),O
CVE-2014-3124,0,or,O
CVE-2014-3124,0,possibly,O
CVE-2014-3124,0,execute,O
CVE-2014-3124,0,arbitrary,O
CVE-2014-3124,0,code,O
CVE-2014-3124,0,by,O
CVE-2014-3124,0,leveraging,O
CVE-2014-3124,0,a,O
CVE-2014-3124,0,separate,O
CVE-2014-3124,0,qemu,O
CVE-2014-3124,0,-,O
CVE-2014-3124,0,dm,O
CVE-2014-3124,0,vulnerability,O
CVE-2014-3124,0,to,O
CVE-2014-3124,0,trigger,O
CVE-2014-3124,0,invalid,O
CVE-2014-3124,0,page,O
CVE-2014-3124,0,table,O
CVE-2014-3124,0,translations,O
CVE-2014-3124,0,for,O
CVE-2014-3124,0,unspecified,O
CVE-2014-3124,0,memory,O
CVE-2014-3124,0,page,O
CVE-2014-3124,0,types,O
CVE-2014-3124,0,.,O
CVE-2015-0901,0,Cross,O
CVE-2015-0901,0,-,O
CVE-2015-0901,0,site,O
CVE-2015-0901,0,scripting,O
CVE-2015-0901,0,(,O
CVE-2015-0901,1,XSS,O
CVE-2015-0901,1,),O
CVE-2015-0901,1,vulnerability,O
CVE-2015-0901,1,in,O
CVE-2015-0901,1,the,O
CVE-2015-0901,1,duwasai,O
CVE-2015-0901,1,flashy,pn
CVE-2015-0901,1,theme,O
CVE-2015-0901,1,1.3,vre
CVE-2015-0901,1,and,=
CVE-2015-0901,1,earlier,<
CVE-2015-0901,1,for,O
CVE-2015-0901,1,WordPress,O
CVE-2015-0901,1,allows,O
CVE-2015-0901,1,remote,O
CVE-2015-0901,1,attackers,O
CVE-2015-0901,1,to,O
CVE-2015-0901,1,inject,O
CVE-2015-0901,1,arbitrary,O
CVE-2015-0901,1,web,O
CVE-2015-0901,1,script,O
CVE-2015-0901,1,or,O
CVE-2015-0901,1,HTML,O
CVE-2015-0901,1,via,O
CVE-2015-0901,1,unspecified,O
CVE-2015-0901,1,vectors,O
CVE-2015-0901,1,.,O
CVE-2007-1775,0,Unrestricted,O
CVE-2007-1775,0,file,O
CVE-2007-1775,0,upload,O
CVE-2007-1775,0,vulnerability,O
CVE-2007-1775,0,in,O
CVE-2007-1775,0,upload.php3,O
CVE-2007-1775,0,in,O
CVE-2007-1775,0,JBrowser,pn
CVE-2007-1775,0,2.4,vre
CVE-2007-1775,0,and,=
CVE-2007-1775,0,earlier,<
CVE-2007-1775,0,allows,O
CVE-2007-1775,0,remote,O
CVE-2007-1775,0,attackers,O
CVE-2007-1775,0,to,O
CVE-2007-1775,0,upload,O
CVE-2007-1775,0,and,O
CVE-2007-1775,0,execute,O
CVE-2007-1775,0,arbitrary,O
CVE-2007-1775,0,PHP,O
CVE-2007-1775,0,code,O
CVE-2007-1775,0,via,O
CVE-2007-1775,0,unspecified,O
CVE-2007-1775,0,vectors,O
CVE-2007-1775,0,.,O
CVE-2007-1775,1,NOTE,O
CVE-2007-1775,1,:,O
CVE-2007-1775,2,the,O
CVE-2007-1775,2,provenance,O
CVE-2007-1775,2,of,O
CVE-2007-1775,2,this,O
CVE-2007-1775,2,information,O
CVE-2007-1775,2,is,O
CVE-2007-1775,2,unknown,O
CVE-2007-1775,2,:,O
CVE-2007-1775,2,the,O
CVE-2007-1775,2,details,O
CVE-2007-1775,2,are,O
CVE-2007-1775,2,obtained,O
CVE-2007-1775,2,solely,O
CVE-2007-1775,2,from,O
CVE-2007-1775,2,third,O
CVE-2007-1775,2,party,O
CVE-2007-1775,2,information,O
CVE-2007-1775,2,.,O
CVE-2017-3768,0,An,O
CVE-2017-3768,0,unprivileged,O
CVE-2017-3768,0,attacker,O
CVE-2017-3768,0,with,O
CVE-2017-3768,0,connectivity,O
CVE-2017-3768,0,to,O
CVE-2017-3768,0,the,O
CVE-2017-3768,0,IMM2,O
CVE-2017-3768,0,could,O
CVE-2017-3768,0,cause,O
CVE-2017-3768,0,a,O
CVE-2017-3768,0,denial,O
CVE-2017-3768,0,of,O
CVE-2017-3768,0,service,O
CVE-2017-3768,0,attack,O
CVE-2017-3768,0,on,O
CVE-2017-3768,0,the,O
CVE-2017-3768,0,IMM2,O
CVE-2017-3768,1,(,O
CVE-2017-3768,1,Versions,O
CVE-2017-3768,1,earlier,<
CVE-2017-3768,1,than,O
CVE-2017-3768,1,4.4,vre
CVE-2017-3768,1,for,O
CVE-2017-3768,1,Lenovo,pn
CVE-2017-3768,1,System,pn
CVE-2017-3768,1,x,pn
CVE-2017-3768,1,and,sp
CVE-2017-3768,1,earlier,<
CVE-2017-3768,1,than,O
CVE-2017-3768,1,6.4,vre
CVE-2017-3768,1,for,O
CVE-2017-3768,1,IBM,pn
CVE-2017-3768,1,System,pn
CVE-2017-3768,1,x,pn
CVE-2017-3768,1,),O
CVE-2017-3768,1,.,O
CVE-2017-3768,2,Flooding,O
CVE-2017-3768,2,the,O
CVE-2017-3768,2,IMM2,O
CVE-2017-3768,2,with,O
CVE-2017-3768,2,a,O
CVE-2017-3768,2,high,O
CVE-2017-3768,2,volume,O
CVE-2017-3768,2,of,O
CVE-2017-3768,2,authentication,O
CVE-2017-3768,2,failures,O
CVE-2017-3768,2,via,O
CVE-2017-3768,2,the,O
CVE-2017-3768,2,Common,O
CVE-2017-3768,2,Information,O
CVE-2017-3768,2,Model,O
CVE-2017-3768,2,(,O
CVE-2017-3768,2,CIM,O
CVE-2017-3768,2,),O
CVE-2017-3768,2,used,O
CVE-2017-3768,2,by,O
CVE-2017-3768,2,LXCA,O
CVE-2017-3768,2,and,O
CVE-2017-3768,2,OneCLI,O
CVE-2017-3768,2,and,O
CVE-2017-3768,2,other,O
CVE-2017-3768,2,tools,O
CVE-2017-3768,2,can,O
CVE-2017-3768,2,exhaust,O
CVE-2017-3768,2,available,O
CVE-2017-3768,2,system,O
CVE-2017-3768,2,memory,O
CVE-2017-3768,2,which,O
CVE-2017-3768,2,can,O
CVE-2017-3768,2,cause,O
CVE-2017-3768,2,the,O
CVE-2017-3768,2,IMM2,O
CVE-2017-3768,2,to,O
CVE-2017-3768,2,reboot,O
CVE-2017-3768,2,itself,O
CVE-2017-3768,2,until,O
CVE-2017-3768,2,the,O
CVE-2017-3768,2,requests,O
CVE-2017-3768,2,cease,O
CVE-2017-3768,2,.,O
CVE-2006-6770,0,Multiple,O
CVE-2006-6770,0,PHP,O
CVE-2006-6770,0,remote,O
CVE-2006-6770,0,file,O
CVE-2006-6770,0,inclusion,O
CVE-2006-6770,0,vulnerabilities,O
CVE-2006-6770,0,in,O
CVE-2006-6770,0,Jinzora,pn
CVE-2006-6770,0,Media,O
CVE-2006-6770,0,Jukebox,O
CVE-2006-6770,0,2.7,vre
CVE-2006-6770,0,and,=
CVE-2006-6770,0,earlier,<
CVE-2006-6770,0,",",O
CVE-2006-6770,0,when,O
CVE-2006-6770,0,register_globals,O
CVE-2006-6770,0,is,O
CVE-2006-6770,0,enabled,O
CVE-2006-6770,0,",",O
CVE-2006-6770,0,allow,O
CVE-2006-6770,0,remote,O
CVE-2006-6770,0,attackers,O
CVE-2006-6770,0,to,O
CVE-2006-6770,0,execute,O
CVE-2006-6770,0,arbitrary,O
CVE-2006-6770,0,PHP,O
CVE-2006-6770,0,code,O
CVE-2006-6770,0,via,O
CVE-2006-6770,0,a,O
CVE-2006-6770,0,URL,O
